             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           3.16       8.160001       0.000010       8.160000       0.000001       8.160001       0.000010
           3.17       8.170000       0.000002       8.170000       0.000002       8.170000       0.000002
           3.18       8.180000       0.000004       8.180000       0.000004       8.180000       0.000004
           3.19       8.190001       0.000007       8.190000       0.000005       8.190001       0.000007
           3.20       8.200001       0.000010       8.200001       0.000010       8.200001       0.000010
           3.21       8.210000       0.000001       8.210001       0.000013       8.210000       0.000001
           3.22       8.220000       0.000004       8.220000       0.000004       8.220000       0.000004
           3.23       8.230000       0.000007       8.230000       0.000005       8.230000       0.000007
           3.24       8.240001       0.000009       8.240000       0.000002       8.240001       0.000009
           3.25       8.250000       0.000001       8.250000       0.000001       8.250000       0.000001
           3.26       8.260000       0.000003       8.260000       0.000003       8.260000       0.000003
           3.27       8.270000       0.000006       8.270000       0.000005       8.270000       0.000006
           3.28       8.280001       0.000009       8.280000       0.000003       8.280001       0.000009
           3.29       8.290000       0.000000       8.290001       0.000012       8.290001       0.000012
           3.30       8.300000       0.000003       8.300000       0.000003       8.300000       0.000003
           3.31       8.310000       0.000006       8.310000       0.000006       8.310000       0.000006
           3.32       8.320001       0.000008       8.320001       0.000008       8.320001       0.000008
           3.33       8.330000       0.000000       8.330001       0.000011       8.330000       0.000000
           3.34       8.340000       0.000002       8.340000       0.000002       8.340000       0.000002
           3.35       8.350000       0.000005       8.350000       0.000005       8.350000       0.000005
           3.36       8.360001       0.000008       8.360001       0.000008       8.360000       0.000003
           3.37       8.370000       0.000001       8.370001       0.000011       8.369999       0.000012
           3.38       8.380001       0.000013       8.380001       0.000013       8.379999       0.000009
           3.39       8.390000       0.000005       8.390000       0.000005       8.390001       0.000016
           3.40       8.400001       0.000007       8.400001       0.000007       8.400002       0.000019
           3.41       8.410000       0.000001       8.410000       0.000001       8.410000       0.000001
           3.42       8.420001       0.000013       8.420000       0.000002       8.420000       0.000002
           3.43       8.430000       0.000004       8.430001       0.000016       8.430001       0.000016
           3.44       8.440001       0.000007       8.440001       0.000007       8.440001       0.000007
           3.45       8.450000       0.000002       8.450001       0.000010       8.450000       0.000002
           3.46       8.460001       0.000012       8.460000       0.000001       8.460001       0.000012
           3.47       8.470000       0.000004       8.470000       0.000004       8.470000       0.000004
           3.48       8.480000       0.000007       8.480000       0.000005       8.480000       0.000007
           3.49       8.490000       0.000002       8.490000       0.000002       8.490000       0.000002
           3.50       8.500000       0.000001       8.500000       0.000001       8.500001       0.000012
           3.51       8.510000       0.000003       8.510000       0.000003       8.509999       0.000008
           3.52       8.520000       0.000006       8.520000       0.000005       8.520000       0.000006
           3.53       8.530001       0.000009       8.530000       0.000002       8.530000       0.000002
