             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           2.68      15.646728       7.278905      14.365486       1.505691      14.544374       0.279176
           2.69      15.761611       6.991302      14.522928       1.416994      14.692547       0.265607
           2.70      15.876493       6.698794      14.681862       1.329789      14.842241       0.251951
           2.71      15.991376       6.401515      14.842291       1.244131      14.993471       0.238226
           2.72      16.106258       6.099587      15.004211       1.160120      15.146244       0.224484
           2.73      16.221140       5.793128      15.167625       1.077819      15.300574       0.210736
           2.74      16.336023       5.482275      15.332534       0.997292      15.456473       0.197010
           2.75      16.450905       5.167122      15.498935       0.918620      15.613955       0.183317
           2.76      16.565788       4.847809      15.666827       0.841875      15.773032       0.169685
           2.77      16.680672       4.524439      15.836216       0.767091      15.933712       0.156161
           2.78      16.795553       4.197111      16.007097       0.694353      16.096010       0.142750
           2.79      16.910437       3.865960      16.179470       0.623725      16.259939       0.129474
           2.80      17.025318       3.531072      16.353336       0.555254      16.425508       0.116374
           2.81      17.140200       3.192565      16.528698       0.488981      16.592731       0.103467
           2.82      17.255083       2.850555      16.705551       0.424982      16.761621       0.090770
           2.83      17.369965       2.505124      16.883900       0.363284      16.932188       0.078321
           2.84      17.484848       2.156395      17.063742       0.303947      17.104445       0.066138
           2.85      17.599731       1.804457      17.245073       0.247039      17.278402       0.054250
           2.86      17.714613       1.449398      17.427900       0.192570      17.454075       0.042671
           2.87      17.829496       1.091336      17.612223       0.140582      17.631474       0.031432
           2.88      17.944378       0.730345      17.798033       0.091160      17.810610       0.020559
           2.89      18.059259       0.366530      17.985342       0.044275      17.991495       0.010078
           2.90      18.174143       0.000008      18.174143       0.000008      18.174143       0.000008
           2.91      18.386087       0.159559      18.364435       0.041607      18.351896       0.026700
           2.92      18.598034       0.306060      18.556223       0.080558      18.531769       0.051332
           2.93      18.809980       0.439730      18.749502       0.116794      18.713787       0.073914
           2.94      19.021927       0.560809      18.944275       0.150296      18.897974       0.094477
           2.95      19.233871       0.669524      19.140541       0.181035      19.084356       0.113034
           2.96      19.445818       0.766129      19.338303       0.208996      19.272957       0.129619
           2.97      19.657764       0.850845      19.537556       0.234134      19.463808       0.144216
           2.98      19.869711       0.923899      19.738302       0.256437      19.656931       0.156871
           2.99      20.081657       0.985514      19.940540       0.275872      19.852350       0.167613
           3.00      20.293602       1.035901      20.144276       0.292449      20.050095       0.176451
           3.01      20.505550       1.075306      20.349501       0.306111      20.250189       0.183414
           3.02      20.717497       1.103915      20.556221       0.316869      20.452656       0.188542
           3.03      20.929443       1.121947      20.764435       0.324698      20.657526       0.191839
           3.04      21.141388       1.129602      20.974140       0.329574      20.864822       0.193347
           3.05      21.353334       1.127101      21.185339       0.331493      21.074570       0.193099
           3.06      21.565281       1.114638      21.398033       0.330452      21.286797       0.191111
           3.07      21.777227       1.092411      21.612219       0.326422      21.501528       0.187419
           3.08      21.989172       1.060606      21.827898       0.319403      21.718784       0.182076
           3.09      22.201118       1.019434      22.045071       0.309386      21.938601       0.175074
           3.10      22.413067       0.969085      22.263737       0.296364      22.160995       0.166477
           3.11      22.625011       0.909719      22.483896       0.280332      22.385996       0.156314
           3.12      22.836958       0.841546      22.705549       0.261282      22.613628       0.144614
           3.13      23.048903       0.764731      22.928694       0.239205      22.843918       0.131417
           3.14      23.260851       0.679477      23.153334       0.214112      23.076893       0.116745
           3.15      23.472797       0.585936      23.379467       0.185995      23.312576       0.100646
           3.16      23.684742       0.484279      23.607092       0.154843      23.550995       0.083153
           3.17      23.896688       0.374696      23.836210       0.120665      23.792173       0.064305
           3.18      24.108635       0.257344      24.066824       0.083470      24.036139       0.044137
           3.19      24.320581       0.132390      24.298927       0.043236      24.282913       0.022697
           3.20      24.532528       0.000003      24.532526       0.000011      24.532528       0.000003
           3.21      25.067894       1.165537      24.803450       0.098329      24.767454       0.046937
           3.22      25.603264       2.297996      25.078178       0.200014      25.004400       0.094767
           3.23      26.138634       3.397904      25.356712       0.304818      25.243414       0.143362
           3.24      26.674004       4.465795      25.639051       0.412519      25.484547       0.192582
           3.25      27.209373       5.502197      25.925194       0.522892      25.727844       0.242316
           3.26      27.744743       6.507632      26.215141       0.635734      25.973360       0.292425
           3.27      28.280113       7.482613      26.508894       0.750841      26.221146       0.342788
           3.28      28.815483       8.427647      26.806454       0.868019      26.471245       0.393314
           3.29      29.350853       9.343233      27.107819       0.987066      26.723719       0.443854
           3.30      29.886225      10.229870      27.412985       1.107778      26.978609       0.494338
           3.31      30.421593      11.088024      27.721960       1.229998      27.235962       0.544682
           3.32      30.956963      11.918193      28.034739       1.353525      27.495840       0.594745
           3.33      31.492332      12.720844      28.351320       1.478185      27.758284       0.644477
           3.34      32.027702      13.496441      28.671709       1.603821      28.023348       0.693774
           3.35      32.563072      14.245443      28.995899       1.730246      28.291080       0.742565
           3.36      33.098442      14.968303      29.323898       1.857327      28.561529       0.790782
           3.37      33.633812      15.665467      29.655701       1.984886      28.834751       0.838330
           3.38      34.169182      16.337375      29.991310       2.112784      29.110790       0.885162
           3.39      34.704552      16.984460      30.330725       2.240867      29.389700       0.931203
           3.40      35.239922      17.607150      30.673943       2.368984      29.671528       0.976402
           3.41      35.775291      18.205865      31.020967       2.497007      29.956329       1.020685
           3.42      36.310661      18.781023      31.371794       2.624783      30.244144       1.064032
           3.43      36.846031      19.333031      31.726429       2.752205      30.535030       1.106371
           3.44      37.381401      19.862295      32.084866       2.879119      30.829041       1.147645
           3.45      37.916771      20.369211      32.447105       3.005408      31.126221       1.187825
           3.46      38.452141      20.854172      32.813156       3.130976      31.426619       1.226879
           3.47      38.987511      21.317565      33.183010       3.255682      31.730288       1.264760
           3.48      39.522884      21.759783      33.556667       3.379412      32.037273       1.301448
           3.49      40.058254      22.181178      33.934132       3.502068      32.347633       1.336890
           3.50      40.593620      22.582120      34.315399       3.623534      32.661415       1.371066
           3.51      41.128990      22.962999      34.700470       3.743706      32.978668       1.403951
           3.52      41.664364      23.324172      35.089348       3.862495      33.299438       1.435536
           3.53      42.199734      23.665974      35.482029       3.979795      33.623783       1.465779
           3.54      42.735100      23.988752      35.878521       4.095534      33.951748       1.494676
           3.55      43.270470      24.292874      36.278812       4.209589      34.283386       1.522201
           3.56      43.805843      24.578679      36.682911       4.321895      34.618736       1.548376
           3.57      44.341209      24.846469      37.090813       4.432357      34.957870       1.573124
           3.58      44.876583      25.096618      37.502522       4.540905      35.300812       1.596515
           3.59      45.411949      25.329407      37.918034       4.647450      35.647648       1.618436
           3.60      45.947323      25.545199      38.337353       4.751926      35.998390       1.638991
           3.61      46.482689      25.744267      38.760475       4.854252      36.353096       1.658154
           3.62      47.018063      25.926965      39.187405       4.954366      36.711838       1.675865
           3.63      47.553429      26.093558      39.618137       5.052191      37.074661       1.692137
           3.64      48.088802      26.244387      40.052673       5.147663      37.441578       1.707075
           3.65      48.624168      26.379712      40.491016       5.240730      37.812702       1.720512
           3.66      49.159542      26.499864      40.933163       5.331321      38.188023       1.732615
           3.67      49.694908      26.605093      41.379116       5.419389      38.567619       1.743313
           3.68      50.230282      26.695723      41.828873       5.504868      38.951553       1.752588
           3.69      50.765648      26.771996      42.282436       5.587717      39.339848       1.760517
           3.70      51.301022      26.834226      42.739803       5.667874      39.732552       1.767114
           3.71      51.836391      26.882657      43.200977       5.745301      40.129749       1.772305
           3.72      52.371758      26.917558      43.665958       5.819951      40.531475       1.776146
           3.73      52.907131      26.939221      44.134735       5.891753      40.937763       1.778689
           3.74      53.442501      26.947878      44.607323       5.960702      41.348667       1.779942
           3.75      53.977871      26.943795      45.083717       6.026749      41.764256       1.779878
           3.76      54.513237      26.927215      45.563915       6.089845      42.184574       1.778525
           3.77      55.048611      26.898415      46.047916       6.149956      42.609661       1.775932
           3.78      55.583981      26.857613      46.535725       6.207057      43.039581       1.772084
           3.79      56.119350      26.805060      47.027340       6.261113      43.474373       1.767030
           3.80      56.654716      26.740984      47.522758       6.312087      43.914074       1.760819
           3.81      57.190090      26.665645      48.021976       6.359941      44.358749       1.753440
           3.82      57.725460      26.579249      48.525009       6.404682      44.808449       1.744918
           3.83      58.260830      26.482032      49.031837       6.446243      45.263245       1.735228
           3.84      58.796196      26.374210      49.542480       6.484641      45.723133       1.724513
           3.85      59.331570      26.256026      50.056919       6.519813      46.188225       1.712667
           3.86      59.866940      26.127675      50.575169       6.551771      46.658539       1.699785
           3.87      60.402309      25.989378      51.097218       6.580472      47.134109       1.685925
           3.88      60.937679      25.841346      51.623077       6.605923      47.615009       1.671069
           3.89      61.473049      25.683786      52.152740       6.628091      48.101307       1.655206
